step	#1-F2/Amplitude	#1-F2/Position	#1-F2/Width	#1-F2/dCS	#1-F2/etaCS	
413	165.6919186	1221.220742	726.2975315	14315.13404	0.4265191719	
414	166.5475433	1221.313029	714.6950591	14326.58945	0.4293865491	
415	165.4102704	1222.10625	722.4304137	14390.81477	0.4197868731	
416	165.2354837	1225.068928	722.7611478	14358.79202	0.420579861	
417	166.9747874	1223.144206	717.2620781	14358.44944	0.4316294076	
418	164.6288265	1218.945738	729.3056928	14288.99125	0.4266678921	
419	166.2663187	1219.820267	717.2676181	14272.70577	0.4318409041	
420	164.7711376	1222.101205	718.6877738	14292.09164	0.4195573469	
421	166.3420825	1222.682057	722.9202243	14390.58442	0.4216307562	
422	164.0867965	1223.867283	725.3667739	14382.11849	0.4194593039	
423	164.175272	1223.725451	721.2547507	14363.82468	0.4169180828	
424	164.9012231	1221.34913	726.2724049	14424.38235	0.4218721569	
425	165.3421205	1220.00382	725.2148342	14337.6858	0.4221869235	
426	166.6527217	1223.199237	721.1913712	14363.25934	0.4294494988	
427	165.9144813	1219.658997	722.2107947	14384.21205	0.4233423254	
428	164.7793464	1223.164547	720.9898906	14316.4628	0.424559685	
429	166.4751465	1216.496477	715.2999641	14354.88814	0.4202287082	
430	165.2158528	1223.256175	724.4958657	14346.0174	0.4291731588	
431	165.2374577	1225.015913	725.9606649	14292.89669	0.4267670689	
432	165.2232561	1220.369623	723.5560346	14380.89211	0.4183045137	
433	163.9907382	1221.01795	718.4075702	14385.3224	0.4161416684	
434	164.7342777	1224.826606	715.9029116	14375.67916	0.4111984353	
435	164.9233797	1222.029131	718.9323622	14289.08771	0.4151393062	
436	165.6858015	1220.816266	721.5577704	14355.14055	0.4229393677	
437	165.7854119	1221.900435	725.6656765	14303.527	0.4297663531	
438	165.0729533	1221.278254	730.3443112	14327.74565	0.4290399948	
439	164.243206	1221.551011	728.9734952	14327.13054	0.4226712458	
440	164.4917513	1224.611464	723.3267863	14290.90644	0.42669381	
441	165.3926744	1224.492107	724.4267031	14321.06078	0.4259522796	
442	164.4593122	1221.336318	725.6575462	14350.48097	0.4169270439	
443	164.3920824	1226.142356	725.718358	14312.27005	0.4238236482	
444	166.0373047	1220.228982	720.9603936	14381.0871	0.425045466	
445	165.7724867	1224.305879	715.2512152	14294.00836	0.4254221487	
446	164.9973996	1220.579612	720.9820059	14389.7796	0.4235669175	
447	165.0267034	1223.509196	725.7431128	14325.63917	0.428180275	
448	164.603812	1221.242795	727.4630672	14349.02752	0.4212301389	
449	164.0621693	1219.95903	721.4573305	14399.72096	0.4146199299	
450	163.2016829	1223.779583	724.3745923	14344.17657	0.4154083106	
451	165.3059409	1222.122223	725.1772238	14327.80842	0.4216554767	
452	162.8308541	1221.960481	735.6252509	14342.01813	0.4213775256	
453	164.7113796	1221.835085	723.8377927	14360.33645	0.4261219691	
454	164.0710749	1220.565069	730.075283	14361.99104	0.4205052682	
455	165.0920358	1223.458158	725.0617391	14334.65359	0.4259753044	
456	163.6861002	1225.897579	725.6149932	14358.49268	0.4157893198	
457	164.3513088	1222.28628	722.7950008	14355.5775	0.4142173836	
458	163.748777	1221.51223	723.7889376	14357.67986	0.4176986298	
459	167.0995508	1218.863782	711.7301004	14368.80633	0.4302298474	
460	166.0805786	1220.752822	719.3329804	14343.37831	0.4276205303	
461	163.3605016	1222.573949	727.1287282	14326.8045	0.4217219455	
462	164.0636763	1223.829469	728.9798815	14311.8221	0.4261252471	
463	163.8064833	1219.454424	727.5999888	14351.80199	0.4223803073	
464	164.3488686	1220.651257	719.4219778	14354.19492	0.4137981449	
465	165.3595452	1222.967599	719.0572385	14354.05478	0.4286729751	
466	163.2592695	1220.812839	731.1865851	14332.72953	0.4317896024	
467	165.3819818	1221.125265	720.7084237	14365.5877	0.4230210756	
468	163.8440142	1221.123356	718.7914125	14364.30231	0.4124619769	
469	164.6458717	1222.904343	724.1895932	14309.66265	0.4150717235	
470	165.090547	1219.600241	726.3145602	14357.97882	0.4285850964	
471	165.3590848	1223.157132	720.0617243	14302.38983	0.425641581	
472	162.5735534	1222.679616	732.261447	14358.97923	0.4164283361	
473	164.2314412	1221.561821	723.1961035	14377.32482	0.4158438428	
474	164.6789584	1226.065059	719.339512	14281.74494	0.4206540292	
475	164.7321092	1223.725125	727.7327313	14288.86777	0.4215736548	
476	164.2605016	1221.157833	728.6861709	14369.38121	0.4192742516	
477	164.6843081	1222.566627	717.3964332	14388.11172	0.4141490374	
478	163.2679398	1222.233361	725.8742915	14381.39695	0.4147259189	
479	166.647565	1217.48671	716.7131301	14385.82859	0.4273517969	
480	162.7867653	1225.588248	728.4755785	14306.73666	0.418749443	
481	165.2748985	1222.286647	717.9705977	14352.07861	0.422681136	
482	167.1448699	1223.773778	708.6126288	14335.81535	0.4203201456	
483	164.2499745	1223.771498	727.7651401	14315.79416	0.4189269969	
484	165.3905483	1223.209159	726.3477993	14304.92914	0.4316382292	
485	166.0414826	1221.039688	723.9163088	14330.89224	0.4269358547	
486	165.1316733	1221.467067	722.9378296	14384.34994	0.4252094004	
487	164.417912	1223.204365	730.541258	14364.90535	0.4240741725	
488	163.8939507	1221.115334	723.3283339	14354.52857	0.4174533882	
489	166.7433566	1225.749034	712.3644502	14352.80287	0.4157168322	
490	165.3066658	1224.059881	723.794941	14351.3421	0.4202572102	
491	164.6880219	1220.717848	729.3604027	14333.13599	0.4250549328	
492	164.1434946	1221.534113	724.949493	14319.50801	0.4205056787	
493	164.0586553	1221.076301	718.2026356	14382.5957	0.4125516738	
494	164.4186657	1222.017304	723.0699519	14382.23635	0.4193656259	
495	165.2853074	1223.951374	723.1662874	14371.65545	0.4291747749	
496	164.5053157	1227.086309	724.9356605	14315.56406	0.4268577099	
497	166.6371432	1221.701846	722.4827521	14312.66831	0.4233883585	
498	165.891146	1223.293549	723.3586536	14289.49276	0.426519021	
499	164.9872657	1220.741672	723.0654572	14325.4841	0.4201313942	
500	167.2530414	1219.822765	719.745701	14262.90003	0.4361134964	
