step	#1-F2/Amplitude	#1-F2/Position	#1-F2/Width	#2-F2/Amplitude	#2-F2/Position	#2-F2/Width	#3-F2/Amplitude	#3-F2/Position	#3-F2/Width	#4-F2/Amplitude	#4-F2/Position	#4-F2/Width	#5-F2/Amplitude	#5-F2/Position	#5-F2/Width	#6-F2/Amplitude	#6-F2/Position	#6-F2/Width	#7-F2/Amplitude	#7-F2/Position	#7-F2/Width	#8-F2/Amplitude	#8-F2/Position	#8-F2/Width	#9-F2/Amplitude	#9-F2/Position	#9-F2/Width	#10-F2/Amplitude	#10-F2/Position	#10-F2/Width	
247	39.96970922	5087.000775	117.4178413	82.96572008	3620.433213	382.7847721	85.19181252	2948.8497	590.2644417	268.5014354	753.9118928	396.7869213	145.0422497	-1211.791155	222.4679921	56.18992243	-1445.555994	239.5862725	36.13049571	-681.2357121	161.4837745	18.19136732	4406.438286	160.0674569	21.3889135	1181.872912	183.5971269	27.7038435	329.4417787	317.1715884	
248	40.42698935	5086.033643	108.0341094	82.28733441	3618.381454	380.2553984	85.22989055	2950.574207	603.2532959	267.0184437	753.2530563	397.9111128	146.8256801	-1211.946267	225.0903985	55.76516915	-1447.788115	229.7207945	42.07430827	-682.5310673	135.6527915	18.69777678	4410.561155	173.0068678	18.52169799	1192.251673	236.8505969	26.10382547	328.6384339	333.0928213	
249	39.15615682	5083.891373	118.4590337	82.6321139	3620.576444	377.2753191	86.17012773	2950.81791	590.5349903	267.5020467	752.6061628	405.3162152	147.1628642	-1213.20068	230.477801	54.72364037	-1449.917311	214.9273065	37.46868796	-684.2224072	146.1929925	17.89881423	4412.126545	163.5550825	18.93888299	1185.298288	191.95692	28.21669128	327.0707466	244.599173	
250	39.13675792	5084.70395	108.990738	83.14662652	3615.749906	384.3837223	85.41575647	2947.823771	586.6266286	267.786104	752.8245699	404.9501287	144.4161504	-1211.757615	221.8084673	57.43583568	-1443.410143	234.2680133	36.3241141	-684.0332541	172.0525495	18.82241858	4409.654854	169.5314603	17.00732876	1187.283652	201.6848958	26.8469162	322.0437529	273.6967748	
251	38.72305083	5086.306326	112.6248657	82.76696826	3618.504138	381.9630492	85.91684509	2947.697065	586.448069	265.5818418	753.7558127	401.5368141	145.644397	-1213.444393	228.3136044	54.04091898	-1449.678945	231.443515	34.62482686	-681.6953052	162.4221071	18.28383863	4414.792317	173.4892027	20.11855715	1179.555914	203.0343392	27.75766034	324.2380388	328.7658097	
252	41.0594476	5087.713263	113.4615694	83.88807733	3619.570498	371.4313017	86.13123584	2949.112394	599.5093238	266.6848851	752.9958228	397.2334302	144.2244951	-1212.007433	225.9289339	55.50845321	-1446.636579	242.8889349	38.56604135	-683.1492466	143.4898138	16.23302003	4406.852934	180.9369364	20.14950218	1175.500564	211.7210663	26.18760495	329.3872623	353.3685249	
253	39.26435346	5083.892319	111.5450652	82.7720039	3617.208719	386.2224739	85.30030154	2949.599237	586.9036413	268.1109158	751.6765588	402.2231816	144.6251237	-1212.849121	227.3851945	54.12367385	-1450.366521	235.0225659	33.31598033	-680.7689354	178.1970545	17.72909381	4406.343308	183.8164395	20.39223201	1186.146231	208.98864	28.10454391	326.759532	247.6907255	
254	39.67672681	5084.08502	111.85673	83.65185787	3618.768992	391.3864476	84.98190956	2945.324576	589.8016274	266.3678749	753.0292726	399.4840176	145.2518968	-1211.927506	229.2650625	55.66960776	-1451.183112	227.2042742	41.30339336	-683.6294487	123.4339357	18.13982055	4417.728514	164.4003715	19.37411771	1173.848604	217.2473714	26.41643784	321.6430336	342.6870817	
255	37.85261153	5084.651824	121.8048468	81.62162733	3617.554217	385.6126023	85.53175527	2951.394986	595.270381	267.3533656	751.1851531	408.7908776	146.3948933	-1212.049167	220.4345895	56.4449736	-1447.521588	231.8048554	35.00016161	-680.8801597	183.096696	18.09095338	4406.089737	180.9526307	19.65385176	1181.296599	173.143061	28.70899612	320.0898565	221.7354773	
256	39.71091771	5083.17539	114.2452857	83.31725738	3616.430321	385.932937	85.71171497	2943.999378	588.5758799	267.8126397	751.631299	406.4066694	146.0134686	-1211.972132	225.4476862	55.79949373	-1445.432514	229.5164002	33.42926143	-680.0054989	179.4793986	17.39419277	4403.709294	180.4469658	20.5655697	1174.951484	167.834464	28.03081641	323.9534958	228.0642151	
257	41.80811503	5086.319531	106.876175	83.90778436	3618.127404	376.8464502	85.42704456	2948.113396	587.4039794	267.5026375	753.0774679	397.7874026	147.4015998	-1215.302747	227.7347039	55.01734553	-1451.175652	213.6298233	35.9431547	-683.6253973	173.7972274	18.83461587	4414.792865	157.1728773	19.10062283	1182.953076	229.1825121	27.00711462	327.4477802	319.7314729	
258	42.11115627	5085.668733	110.6929661	82.92741402	3615.105589	388.1211067	85.08077212	2947.125223	590.450362	267.4088044	753.3909999	393.5774652	144.9870477	-1211.217968	221.5660988	56.53807824	-1446.935012	237.4922606	36.72761184	-682.0451291	165.7036577	19.32732532	4424.511383	156.2435405	21.59482739	1173.875191	221.7164508	28.22044589	327.2402148	332.0977865	
259	42.308397	5086.924284	111.2715637	83.49582342	3617.163535	385.3801949	85.24199935	2948.394069	598.5873706	268.00077	753.2806918	401.3639257	145.169629	-1211.31026	225.9948011	56.22404205	-1447.196291	237.3020208	38.05055855	-680.9728033	146.7794245	18.61111836	4420.150924	167.132259	18.70574019	1184.891647	201.2958253	28.30016889	322.2388637	257.7156293	
260	40.14615227	5086.147803	115.7148847	83.42087852	3619.28071	382.1497361	85.58567339	2948.005358	587.6425073	267.2367055	753.6814904	393.83917	147.3485952	-1213.316468	227.2858776	53.84333935	-1453.605972	217.4435095	37.68436447	-684.9014348	156.4701493	19.03013963	4405.378469	160.1650712	19.62201111	1181.951473	242.6313985	26.97964769	319.8904391	347.292217	
261	39.86301325	5088.329245	110.4868624	82.07024107	3617.860358	386.1741926	85.99628752	2948.14349	578.9886857	265.3815098	753.42497	391.1990823	145.054107	-1211.462214	225.2765389	55.91205918	-1443.826989	235.9843941	38.75175641	-686.4374053	138.0405887	20.05246692	4411.766768	157.3936907	19.6413104	1177.828816	254.2856669	27.06656995	337.0007637	404.9272146	
262	38.33609308	5083.543558	113.0219334	83.2445575	3620.482305	374.3289872	86.32493122	2947.730042	596.6562397	265.3017977	753.7079522	393.0551036	146.3600027	-1212.58232	235.3865611	52.63561671	-1455.785137	220.0504184	39.77539264	-684.943136	123.2451587	15.565748	4407.949786	181.6209371	21.10699778	1175.247407	210.2726828	27.38183648	332.0932732	392.1643585	
263	39.68199252	5084.443404	113.180531	82.54841735	3619.308217	381.6833262	85.58170054	2951.088507	598.8381672	267.1780965	753.8140171	399.3094597	145.3472451	-1211.420297	217.2134863	57.67049146	-1445.305274	238.0832117	35.74214908	-685.5101444	167.422074	16.7164316	4415.76981	150.0221502	19.86681211	1183.152145	197.3896826	26.04105398	324.8943251	349.8406168	
264	42.18970299	5085.077288	106.5946257	84.01139059	3617.397237	373.8933124	86.33133906	2950.515665	585.9808669	266.1069566	753.7337009	398.400173	145.8287716	-1211.751899	223.6785026	54.67082012	-1445.579667	234.6418371	36.07472889	-682.7256205	162.5413604	19.45927999	4420.573062	153.0573317	19.71670852	1183.57158	214.8209693	26.33474736	324.484693	333.4524944	
265	39.39683254	5084.042269	111.9515315	82.41190134	3617.53951	389.3644813	85.25380355	2951.708118	589.9184086	266.1085476	754.8616284	395.2980506	145.8043395	-1211.936827	223.4158715	56.39808615	-1443.842762	227.1638539	36.60218794	-683.8079291	157.9016523	16.84464602	4405.211401	184.244804	21.03838098	1179.161592	201.4723773	26.33818081	335.067364	392.0467487	
266	38.45083526	5083.117055	125.3812051	83.24026263	3614.761236	380.3192264	86.00636434	2949.75837	589.1424941	267.1780257	751.676633	403.4425064	143.8584828	-1213.86605	227.476825	54.24963537	-1444.248555	239.1478465	35.93532632	-680.8827513	155.7590058	18.14703822	4411.746994	173.7886441	21.21530659	1180.218382	196.2988176	29.54304603	324.7014262	241.6457276	
267	41.00951185	5084.387505	106.5908278	83.01173876	3618.585554	373.0313801	85.88196549	2952.113909	599.0974519	266.0761687	753.0170251	393.9558212	146.4022258	-1213.948143	232.1866224	55.70678537	-1448.849183	214.0933367	37.38787131	-683.4544649	146.5522123	18.38290439	4407.340408	185.5341229	21.72705168	1174.706072	212.5482675	26.92852883	325.831303	343.0101901	
268	41.23612611	5086.978458	108.7630848	82.14898574	3618.166654	384.076713	85.24265046	2952.115485	596.8361208	265.2303878	754.6408735	391.1654743	144.1579662	-1210.194319	221.8786927	56.74432568	-1441.315589	242.9062159	37.96193916	-682.7921262	145.1689432	18.14424208	4410.35992	174.9105198	19.58224438	1176.852493	209.6154476	26.70242119	338.6601281	451.966452	
269	41.05393852	5087.347762	110.2339647	82.41960768	3618.802252	377.2096798	84.60560068	2949.831949	608.9824622	266.7914625	753.4152675	401.1758931	147.5883737	-1212.507992	227.9387185	54.45087295	-1448.364838	221.8567493	38.1953579	-682.5526992	143.7407098	19.41955266	4413.222235	162.5573103	18.63499819	1186.945445	211.1583188	26.57305099	324.7474341	318.6110289	
270	42.16578306	5084.707955	106.9457016	82.37425585	3617.609563	384.8527717	86.08419903	2945.817369	589.7168607	267.3040374	751.9950423	401.3288096	144.9960895	-1212.580483	227.4745897	55.93151924	-1448.875113	224.5778505	36.21599703	-682.0405209	162.9378708	19.66331896	4420.49272	150.0330788	21.00333395	1179.791792	193.1436525	26.49214486	318.1256885	296.1641714	
271	39.63633994	5082.376438	111.3506923	83.87952194	3617.856572	374.967119	86.57932824	2951.801483	588.3038071	267.8011419	752.0124994	404.3620721	146.3863824	-1212.73179	227.9226032	53.87411138	-1447.079403	226.4789342	37.89839346	-684.9348808	156.1049683	19.07183663	4407.925815	154.9975764	18.99159692	1183.719233	193.4737258	26.99691977	319.6673032	269.7236451	
272	42.15863041	5083.806282	105.7110945	82.62627646	3617.116254	383.2105183	85.37418266	2952.051281	591.2937258	266.5701062	753.7754012	400.2248545	147.2680498	-1213.799157	227.0842201	55.31315715	-1451.188629	222.5588161	36.12729573	-682.4376721	155.1865413	18.43642414	4414.76972	172.2640743	18.97627224	1180.353259	206.1275974	27.8960698	324.4818614	305.7527777	
273	40.53055325	5083.836639	109.7296418	82.53694093	3619.922723	392.4829926	85.14705935	2945.349024	586.8726257	267.1200543	751.9698846	400.3137902	144.3099487	-1211.454887	225.069393	57.01703792	-1443.482018	229.7908029	34.87625929	-684.0512245	174.042767	19.62359779	4414.13419	164.8499159	19.40154649	1191.135787	206.7415179	25.6448012	325.5899032	318.6811397	
274	40.03878645	5087.147811	110.9269031	81.49898596	3618.929724	385.549616	84.87569288	2950.421909	597.5808874	265.2090662	755.0558602	394.602464	146.1959658	-1212.87333	228.8341046	57.08706609	-1450.263909	214.0546552	39.68740875	-684.0027076	138.3983946	15.80295835	4401.961861	194.2524165	21.02814439	1180.37362	182.5069418	25.41484472	330.8753035	454.7923654	
275	40.41460623	5086.570621	111.4669835	82.36748137	3617.302555	394.9975624	85.98678084	2946.681733	577.3782723	267.6379847	753.1309129	405.0108995	143.068124	-1211.080443	221.7791049	57.23556826	-1445.533109	241.1136643	35.09900864	-680.344405	174.2728407	18.73147005	4408.105628	159.3750532	19.65779623	1183.012787	189.7996754	26.54184404	324.9789854	286.1017674	
276	40.36865669	5083.670948	111.8288391	82.16995064	3616.835559	379.3190968	85.30985908	2950.328249	602.2648734	266.8741193	752.707985	399.9364304	144.0523761	-1212.425026	228.5416493	53.99568203	-1446.340563	239.1670569	36.84273535	-684.4776019	162.642466	15.78352749	4408.605311	187.9542748	17.46971545	1177.347985	230.0900362	28.16220173	320.6624552	301.85736	
277	40.83646791	5083.91151	107.9152157	81.64956104	3618.151746	386.1349666	86.19487373	2948.131718	593.3203143	264.3829492	755.2133064	387.4381017	144.61785	-1213.488966	233.8448424	52.33480254	-1449.724979	230.9479208	37.96122455	-683.7566745	141.1147346	18.35224219	4411.891337	168.2825243	21.59255791	1177.122993	210.3024779	26.12482524	336.0030506	508.501081	
278	42.11584745	5083.80753	110.3602624	83.20851032	3617.510338	379.9232229	84.94850171	2950.485688	595.9253494	264.3400488	753.4907072	398.524702	146.929519	-1211.371916	224.8149178	54.89397212	-1446.045246	229.6467163	38.70226532	-682.1242243	129.4424858	17.68522774	4413.396352	176.2708281	19.85124707	1180.541103	215.1477206	25.75224289	325.7910354	387.0615123	
279	37.13847885	5084.647336	118.8166268	83.48004898	3618.483835	376.1059602	85.82668975	2948.644512	593.5578406	267.4296096	751.3713282	406.8728084	142.1984897	-1212.321813	227.6840916	54.93766117	-1442.144593	242.3558709	36.91738936	-683.282528	164.7836653	17.86294467	4423.814081	175.9034354	21.01573978	1183.190246	175.4503217	28.72397503	328.4061392	239.5301256	
280	41.13467333	5083.723516	109.235492	81.9511011	3619.427929	375.8822378	85.86839735	2952.569847	603.8091357	266.4618539	754.4421613	394.8423502	146.5909554	-1213.84457	228.7408378	53.87309488	-1448.53294	220.9988989	36.09552636	-682.8935613	172.0466886	17.65717045	4406.634346	179.2518151	20.32330139	1177.370962	220.7986108	26.92111804	325.7256173	368.6864982	
281	39.7168735	5083.897423	116.4283618	83.02908013	3615.308222	385.6826065	85.60026925	2949.43592	581.454826	264.4142851	753.4033805	391.4754374	144.5591965	-1210.825799	222.1683267	57.69275842	-1444.168977	233.9908591	37.04159064	-685.0923956	149.598194	18.85602697	4407.907321	165.2640753	19.76686478	1182.074918	263.0834675	25.5189947	332.9350571	451.0547805	
282	38.57815184	5085.11139	115.0106231	82.75038566	3618.813229	391.0837628	85.87051625	2948.347287	578.8057165	266.2104687	752.6587039	399.5984025	144.9228941	-1210.825822	219.5015034	56.99247351	-1443.658212	238.1100771	35.075358	-680.3532115	180.9554325	19.48815694	4415.423223	171.4040911	21.10554972	1177.571907	195.8795134	26.37365256	326.3148772	315.3458031	
283	40.90109207	5084.132266	112.0295991	81.80136116	3614.817268	399.8392811	85.33657867	2947.005483	587.222742	266.5324405	752.5730914	404.0815809	146.7018951	-1211.102678	226.1019763	56.27723425	-1447.838912	220.6534912	38.07930813	-682.8639175	141.5363288	18.45122808	4414.301697	155.3205469	21.25977678	1185.320325	169.8087357	26.92305624	319.4464176	320.0520021	
284	41.49804866	5085.823346	105.1067375	81.99309076	3621.279524	381.4762616	85.26236197	2945.227712	594.4824567	266.8503539	753.599412	393.045504	146.1585541	-1211.784645	226.6831909	54.77574245	-1446.804926	229.9733993	38.48680591	-683.3662201	146.3798295	16.24767731	4396.836483	184.949983	21.09981924	1180.740641	217.3007246	27.23320955	332.4099731	358.2549358	
285	41.14835328	5082.583036	112.6088626	82.90585022	3615.049553	387.0608931	84.04659172	2947.33045	598.6324098	266.7194654	751.3901868	411.4787923	146.8811822	-1211.765073	225.4804259	55.59923011	-1444.709953	227.6496876	38.28340802	-681.7240885	151.532977	18.34398885	4408.51024	159.2839178	17.61562202	1193.883302	190.1546298	28.36358188	320.0908106	212.4127636	
286	40.71043127	5086.323937	108.7562486	82.53775902	3617.044309	387.2743758	85.4279626	2948.789322	590.3819009	267.0912357	751.7037934	406.6174538	145.62033	-1212.317608	228.7520589	53.70383898	-1448.728377	233.9793736	36.32733543	-682.5697848	160.9614861	18.10773369	4413.479204	156.5299702	19.65827329	1183.397624	201.2585721	27.54355246	320.5587374	245.8996193	
287	40.06912947	5083.10995	117.6548051	82.52842079	3617.251938	386.958096	85.16938658	2949.198488	594.5116063	267.7510819	753.2908617	406.0622353	147.5069694	-1212.885609	226.9529482	54.13535752	-1450.163006	234.2735737	37.14867625	-683.2475206	153.8301268	21.31978899	4419.659747	133.4038355	20.15477587	1185.303111	167.7983686	27.28430544	319.4967461	255.8289083	
288	38.59615569	5084.405195	115.5305094	82.88043103	3617.306273	379.9054285	85.71575356	2950.187771	591.8334957	266.1820444	753.1212431	396.6870988	145.9204716	-1212.51586	228.7025401	53.7148619	-1447.695347	231.1290872	37.70020987	-686.3059777	146.3079503	18.06721367	4417.611481	168.3930926	21.12068401	1177.3124	222.767378	27.3270991	331.1057188	343.6447404	
289	40.23254975	5081.470176	114.5430832	82.56123802	3614.915111	389.2789078	85.29309344	2947.356713	593.1205604	267.8499061	751.549991	406.4149393	146.5715082	-1212.112629	226.6732072	54.16574402	-1444.397599	236.9488988	36.539814	-682.6057542	154.474728	19.38406057	4410.947044	159.3915228	19.40143481	1192.944355	180.9526885	26.88646047	320.7068172	250.0479287	
290	41.04172163	5083.721532	108.6712245	83.3771391	3616.024533	387.6397619	85.0841399	2948.530271	582.9758257	265.9773516	752.1338604	400.6534496	145.4974289	-1210.655168	218.4267442	57.29535267	-1445.32799	241.7840524	36.75378609	-686.4547339	154.3580119	19.53413973	4412.30016	149.6436688	18.57864068	1181.723304	231.5742057	26.74749745	330.2632298	326.2039821	
291	40.53919154	5088.163269	106.9792491	82.37144003	3619.456386	383.1579873	85.39178861	2947.766257	598.8786301	267.4293361	753.2598302	400.6994932	146.9968581	-1212.494396	222.897468	55.25698936	-1445.854851	225.2348537	36.51471586	-678.5415255	168.0459199	18.148941	4411.31223	160.2418908	18.3837556	1185.854576	218.0455628	27.29646778	323.895571	290.8302992	
292	39.80016133	5083.001278	116.0320508	83.35005229	3617.459864	385.9889267	85.58625504	2948.840966	589.4671097	268.5178656	750.9007725	407.073952	146.0521112	-1213.209024	226.430373	53.86517668	-1448.895911	233.852048	37.04000733	-683.4586073	158.0851388	18.50817164	4406.512716	178.2237172	20.04194993	1181.363324	185.8980265	28.10884367	322.7636856	213.4992149	
293	40.0030332	5087.100037	110.3276311	83.48015491	3615.100847	377.7705815	85.97939736	2948.624419	590.9835406	266.5574584	753.741475	395.0318222	143.0156022	-1209.971359	215.0624139	57.29476309	-1436.278423	259.5215083	36.30507092	-683.4777175	167.6374399	19.74885895	4414.978777	147.5982374	20.16480427	1179.938654	219.4129591	28.29252962	329.9379884	337.3693221	
294	38.90234735	5087.663705	114.4877539	83.3594248	3617.68706	379.0133328	86.40976352	2949.483909	581.5879327	267.8564376	752.7679848	400.5104002	146.5400318	-1212.322002	221.6223195	56.32759514	-1447.497923	236.6444204	36.78686761	-682.3128633	171.7991514	19.59540808	4410.921787	167.7883046	20.61461382	1183.435616	194.6834279	26.92390773	319.8069844	309.2023702	
295	39.36386078	5084.809846	116.870623	83.47578137	3620.854605	374.0286113	86.77480692	2949.412148	588.6742626	266.8206137	752.8385931	396.9550184	145.5695977	-1211.668347	223.5926987	57.99130569	-1446.937475	228.2062007	37.57655941	-682.7109987	156.8352884	17.9922533	4414.337791	154.6401772	20.82006239	1186.142694	232.6567743	28.35917477	325.0838169	304.1605682	
296	39.9726861	5084.913184	118.968525	82.95503508	3615.279387	385.0038902	84.13188844	2948.864831	602.3805947	267.4837575	752.2785498	401.3580811	146.4498603	-1209.480113	219.946589	57.34868331	-1443.219228	231.1880057	36.79633825	-682.9874187	163.3241032	20.69528237	4420.275965	153.9610132	21.25838395	1176.663921	182.3981397	25.13799754	322.351504	309.9700134	
297	41.8175373	5085.306148	110.2200022	82.67587844	3618.904974	384.8393383	84.77732987	2945.537151	595.51554	266.4091458	753.2535392	394.9260712	145.1456273	-1212.063167	222.204822	56.74698781	-1446.576561	235.4563117	38.04150594	-683.7224013	152.2591756	19.37059976	4409.002605	159.4896621	19.76956957	1188.075768	222.8302225	27.41011984	327.2531696	340.5561599	
298	40.40507124	5083.900532	108.2004803	82.98742888	3618.064988	380.3182409	85.87442319	2948.821373	587.0891045	266.9970451	752.3782989	405.4200161	147.6443576	-1212.646733	227.0159839	56.2209575	-1448.957177	219.7193942	35.78946303	-685.4807553	166.7145577	19.42362543	4413.076128	160.4425734	19.29503291	1176.018029	187.1191793	26.43839808	321.9613131	277.8541019	
299	41.20478337	5086.434875	110.5686464	83.87450271	3617.383221	381.5308813	85.37524692	2949.652469	589.1323025	262.603394	754.5093718	382.7811993	146.5083622	-1212.946229	223.749571	55.96981671	-1447.870547	226.6253794	36.69026306	-683.9805522	140.9608192	18.58504005	4412.090661	163.2841436	21.58715322	1179.235516	255.7577763	26.5783752	349.3283773	560.3745501	
300	41.06054591	5087.626399	108.4288794	83.10986564	3616.045183	386.2150638	86.17970284	2948.924197	576.0299073	267.3257658	751.9608915	405.0592992	145.3086584	-1213.041254	224.1959986	55.07127024	-1447.147651	240.4578255	35.76078201	-683.438945	171.3340336	18.46978705	4408.728306	185.1510846	18.20266263	1187.448578	226.9388667	28.17739168	321.7236614	236.5848513	
301	39.1741836	5085.077825	115.9301712	82.19686564	3616.418276	390.3151228	85.89161825	2947.548374	585.9784266	264.1679131	754.0519116	388.2276872	145.8577242	-1210.863603	221.8168184	57.5509895	-1445.283076	220.0834374	38.15863113	-684.9681183	154.7889173	18.64228861	4420.057767	153.5575873	19.42324713	1178.269727	284.3983846	26.51636298	338.6970076	454.7473472	
302	41.39191287	5089.08979	105.4621588	82.13341347	3616.059095	387.4554778	84.80271425	2945.782658	589.7452185	266.5810315	752.2953833	396.8224061	146.1979316	-1212.812445	228.1535403	55.85990787	-1449.692682	221.3493398	36.81840621	-683.0317867	150.0979888	20.26599171	4423.85732	165.3587053	20.662854	1176.915996	222.5810655	27.67871202	322.1030825	328.6299463	
303	40.64279644	5088.303648	104.4534011	82.05831745	3618.12399	392.6919088	86.04783602	2948.651109	586.4320292	266.0219842	753.6100302	395.6109636	145.7086173	-1212.526373	227.9928474	54.52488291	-1446.713685	231.4889957	36.84731859	-682.4782715	150.2451421	18.80469251	4417.077628	157.0284751	19.33530292	1179.908754	222.5910109	24.66219683	327.0189482	413.7435037	
304	40.34890822	5085.057022	116.6567411	82.37666784	3614.979519	391.8216848	85.06971448	2950.018514	587.5464528	268.1043071	751.3920076	406.3366951	145.3800005	-1212.381578	225.3203929	54.13688615	-1448.327115	237.0922343	37.16674473	-682.743089	154.3453282	19.16313948	4418.559171	147.6136636	18.57446278	1185.1391	215.7213941	27.79247016	319.5856998	239.966866	
305	39.68587408	5083.029332	115.2159943	83.21862488	3616.917368	386.448504	85.51442082	2947.698383	585.1441175	265.3857778	754.5791934	396.2234377	146.6193336	-1213.82765	227.9855973	52.53486551	-1449.658049	227.9525883	36.47306246	-683.1398312	168.2120856	19.32953345	4404.938328	150.7327608	19.39011519	1182.323335	231.4215847	25.72453449	327.7023057	396.4299306	
306	42.03506587	5083.495729	112.6056153	83.92064332	3617.691184	377.5534726	85.68967539	2948.149281	583.2878105	267.6589345	751.1785233	407.3827737	146.8520929	-1211.777701	223.3495996	56.01814612	-1449.726562	222.4675426	35.97099401	-685.529424	163.4389245	18.9888997	4406.854151	164.2763484	19.10421899	1189.324845	191.3851059	27.30093757	321.4363608	237.0195826	
307	38.89647876	5082.828723	109.7586432	82.36883406	3614.694764	390.5809356	84.49318071	2945.927854	598.6030655	266.5238499	752.5757309	398.2425477	146.6099301	-1212.15236	223.912291	56.30754422	-1446.690917	233.2932362	37.24101471	-679.9916473	150.2180056	17.70975866	4404.664807	176.2697025	20.92178344	1182.201589	212.1835215	27.61543429	321.1723497	316.3403818	
308	41.52377077	5086.526616	109.6162952	84.76710808	3618.167598	371.1099825	86.59601798	2950.298013	577.6806712	265.4807776	753.0197902	385.4388658	143.7699683	-1210.82678	222.5793629	54.72017744	-1438.652321	248.6425194	39.98549152	-685.8765408	141.1317446	18.90260538	4414.776173	161.2201151	19.58398942	1182.263629	302.3874413	26.55037237	337.6230037	449.7103536	
309	40.00825529	5085.518527	111.2190011	83.26097762	3615.623099	380.7680473	85.21684469	2949.019243	582.1019683	265.6622659	753.0780112	406.7014818	147.0244493	-1211.606733	221.9182153	54.48068361	-1448.254539	234.0472665	37.29837726	-681.3110668	154.3123736	18.37206257	4418.166008	169.9698171	19.40924497	1196.715039	182.2207154	26.91721572	320.2589926	303.6965637	
310	41.61295933	5087.914583	104.3472165	83.34571988	3617.697587	385.0187915	85.927796	2948.10242	587.1420473	268.4485732	753.144076	400.296777	146.4259585	-1210.715168	214.8109429	56.78893527	-1442.669219	240.6358782	34.71013421	-687.6659649	185.8178123	18.76892366	4413.172519	158.1885162	20.16339114	1185.823269	185.9743079	27.5955567	324.8715071	266.8095216	
311	39.43391278	5087.583055	112.5771555	82.35035604	3617.438713	381.2098219	86.41906756	2950.18525	582.3306045	267.4401014	752.6011653	405.9346746	146.9100101	-1210.367269	217.2925789	58.04601796	-1442.914554	240.0665918	39.42452119	-684.4869982	145.3117878	18.57804913	4415.484237	158.814773	21.46893916	1177.809698	173.6572316	27.98843414	319.2058815	267.0859939	
312	39.88772318	5090.112998	108.6670024	83.03222972	3619.070899	389.685992	86.42321291	2948.769389	577.9027076	266.8784459	752.8583945	407.0411318	147.5349988	-1212.792625	224.0624127	57.77231866	-1451.545656	215.8782903	37.09165031	-687.5447853	160.5660824	17.43783744	4411.069158	180.0204674	18.80631583	1189.313196	202.5981848	28.71243126	322.0298145	263.8171549	
313	39.15641674	5086.475832	110.6312914	83.74506057	3615.730184	384.374038	85.75787971	2945.634457	590.2668965	266.0754107	752.4745537	402.2965769	145.7710309	-1213.566076	227.3311747	56.42216164	-1450.750582	222.6106726	37.09430526	-682.6702823	153.4144986	19.55575468	4413.782219	156.583549	18.97906451	1176.808451	205.6478314	24.82046324	318.1885891	347.4601723	
314	40.54207645	5085.93092	111.1948435	82.77853499	3616.615812	385.3388028	85.34482754	2949.858325	592.5677064	266.6382739	751.8286852	402.2187318	145.6540635	-1212.512463	217.5345408	55.48610062	-1442.968494	240.3110417	32.93973261	-681.6093137	200.7205204	17.33571597	4420.934234	166.8278475	20.21379172	1187.948348	210.4646338	28.54512879	320.1297751	260.1042728	
315	41.03928349	5084.738505	106.1646691	81.9074707	3618.322831	392.9818828	85.52631401	2949.703928	592.7184718	264.458249	753.328569	393.8059876	146.5952336	-1212.300882	220.248868	57.95811811	-1449.019042	231.7531876	36.95941254	-684.2344512	157.3078604	18.57832918	4408.73451	166.9704224	20.60670161	1171.815333	223.7683886	27.66385383	333.7111085	387.682017	
316	40.16089746	5086.219763	112.3184906	82.31646085	3617.362154	383.094508	85.63067087	2946.023634	587.4984108	266.4153355	752.2706949	402.2330104	145.1129556	-1209.769717	220.3108852	55.09824276	-1441.676919	248.7758752	36.14893463	-683.4836397	170.9081094	18.50648995	4415.390049	163.1631513	18.38507134	1188.428459	221.3846277	27.16930301	324.8547416	281.9871949	
317	40.40621804	5084.847728	108.0722466	83.41889152	3618.940394	392.19989	85.71212836	2944.619676	576.513323	266.4546852	752.8627663	402.5802406	145.123779	-1210.475398	224.747086	56.04434032	-1446.489453	236.1620568	38.38172511	-681.4981327	151.7472739	18.28231606	4410.212446	154.9950676	19.94215383	1180.697003	213.618709	27.2999006	326.4660129	292.2277066	
318	41.17659346	5085.771386	106.598024	82.76779316	3618.494838	380.5489857	85.04469177	2949.817344	598.4059046	268.1967837	753.8469033	393.2337631	146.5495385	-1212.019685	229.6174962	55.45746979	-1450.217503	220.8136821	37.19487578	-685.9527471	148.166813	20.45284778	4407.504773	157.7948876	20.895068	1178.630483	203.6667559	27.10190986	330.9902629	343.3518021	
319	42.28384922	5085.316149	107.3647017	83.35088541	3617.89571	382.1347503	86.43195713	2947.417752	580.5685187	268.4416012	751.799565	409.4850041	144.9071396	-1212.007605	223.7196984	56.8934486	-1447.086634	227.4947659	36.79610788	-684.0626487	154.9968894	18.078318	4412.634902	169.2791566	18.06523645	1193.049035	184.3918115	27.85677539	324.3875565	226.2776003	
320	39.54666272	5084.965632	114.8397417	83.04936216	3619.026261	383.2209478	85.68551713	2945.907068	595.2924282	266.1177787	754.3494146	396.4407687	147.0891525	-1210.854863	222.3456438	56.18030184	-1450.489637	228.4460714	35.33506555	-682.138791	167.6904041	18.47607217	4420.67343	157.4434113	19.44015064	1181.83391	196.3932982	26.77991212	328.0468509	373.3741752	
